//************************************************
// File Format Version 3.2
// Janus Release 3.2.3
// Acquisition Mode: Spectroscopy
// Energy Histogram Channels: 8192
// ToA/ToT LSB: 0.5 ns
// Run start time: Wed Oct 29 19:35:22 2025 UTC
// Run info format:
// Detector Run Date LocalTime Location DetectorPositionXYZ Theta Phi PlaneSeparation MinADC
//************************************************
COMMENTS: 
ATHAB 151 29OCT2025 19:35:22 Pyramid 3.0 25.0 0.8 0.0 0.0 0.86 100 
		Tstamp_us	   TrgID	     Brd	      Ch	      LG	      HG
		299643.256	      33	      03	      40	    2309	    7105
		299643.256	      33	      03	      41	     613	    1876
		299643.224	      33	      05	      34	    1562	    4581
		299643.224	      33	      05	      35	    3949	    8118
		299643.224	      33	      05	      36	     160	     368
		300702.376	      34	      00	      10	    2156	    6526
		300702.368	      34	      02	      07	    1147	    3471
		300702.368	      34	      02	      08	     867	    2644
		300702.344	      34	      04	      05	    2255	    6794
		300702.392	      34	      01	      20	     421	    1287
		300702.392	      34	      01	      21	    1870	    5727
		300702.360	      34	      03	      18	    2893	    8097
		300702.360	      34	      03	      19	    1122	    3450
		300702.320	      34	      05	      16	    1438	    4309
		303593.984	      35	      00	      15	    2395	    7292
		303593.984	      35	      02	      12	    2926	    8032
		303593.984	      35	      02	      13	     765	    2316
		303594.008	      35	      01	      36	    2223	    6797
		303593.968	      35	      03	      41	    1017	    3130
		303593.968	      35	      03	      42	    1607	    4985
		303593.928	      35	      05	      44	    2948	    8013
		303593.928	      35	      05	      46	     394	    1034
		303593.928	      35	      05	      47	    1684	    4979
		306928.536	      36	      00	      21	    1726	    5228
		306928.528	      36	      02	      22	    1043	    3166
		306928.528	      36	      02	      23	     817	    2500
		306928.496	      36	      04	      24	    1389	    4200
		306928.552	      36	      01	      00	    1229	    3778
		306928.552	      36	      01	      01	    1153	    3424
		306928.512	      36	      03	      01	    2385	    7233
		306928.480	      36	      05	      01	    2321	    6895
		321390.200	      37	      00	      17	    1185	    3593
		321390.200	      37	      00	      18	    1729	    5164
		327007.680	      38	      00	      04	    1033	    3096
		331040.976	      39	      00	      07	    3755	    8060
		331040.976	      39	      02	      10	    3889	    8028
		331040.976	      39	      02	      11	     871	    2681
		331040.944	      39	      04	      12	     148	     306
		331040.944	      39	      04	      13	    2592	    7912
		331040.992	      39	      01	      07	    2403	    7321
		331040.992	      39	      01	      08	     463	    1419
		331040.952	      39	      03	      17	    2796	    8059
		331040.952	      39	      03	      18	     756	    2346
		331040.920	      39	      05	      25	     215	     533
		331040.920	      39	      05	      26	    2247	    6685
		331360.112	      40	      00	      00	    4431	    8027
		331360.112	      40	      00	      01	    1602	    4790
		331360.112	      40	      02	      18	    1255	    3794
		331360.112	      40	      02	      19	    1626	    4925
		331360.112	      40	      02	      20	    3712	    8059
		331360.112	      40	      02	      21	    2690	    8036
		331360.088	      40	      03	      28	    2145	    6528
		331360.088	      40	      03	      29	    2515	    7678
		341382.440	      41	      00	      09	     548	    1618
		344673.592	      42	      00	      04	     596	    1760
		357760.336	      43	      00	      19	     525	    1529
		361993.624	      44	      00	      02	    2197	    6625
		361993.640	      44	      01	      02	    1030	    3201
		361993.640	      44	      01	      03	    1011	    3069
		363488.024	      45	      00	      13	     648	    1929
		365221.904	      46	      00	      08	    1357	    4178
		365221.904	      46	      00	      09	     810	    2424
