//************************************************
// File Format Version 3.2
// Janus Release 3.2.3
// Acquisition Mode: Spectroscopy
// Energy Histogram Channels: 8192
// ToA/ToT LSB: 0.5 ns
// Run start time: Wed Oct 15 18:38:55 2025 UTC
// Run info format:
// Detector Run Date LocalTime Location DetectorPositionXYZ Theta Phi PlaneSeparation MinADC
//************************************************
COMMENTS: 
ATHAB 116 15OCT2025 18:38:55 Pyramid 3.0 25.0 0.8 0.0 0.0 0.86 100 
		Tstamp_us	   TrgID	     Brd	      Ch	      LG	      HG
		        	        	      01	      41	     108	     436
		        	        	      01	      42	    2089	    8053
		        	        	      01	      43	    1314	    5889
		760105.584	      72	      03	      32	    2606	    8091
		        	        	      03	      33	     595	    1470
		        	        	      03	      44	     300	     588
		770963.424	      73	      00	      14	    1522	    6696
		        	        	      00	      15	     490	    1982
		        	        	      00	      16	     126	     492
		770963.432	      73	      02	      12	    1727	    6201
		        	        	      02	      20	     197	     498
		        	        	      02	      27	     110	     316
		770963.392	      73	      04	      16	     155	     123
		        	        	      04	      17	    1896	    4334
		770963.448	      73	      01	      25	     280	    1306
		        	        	      01	      26	    2338	    8050
		        	        	      01	      27	      77	     305
		770963.416	      73	      03	      33	    1213	    3665
		        	        	      03	      34	    1593	    4901
		770963.376	      73	      05	      18	    1116	     749
		        	        	      05	      20	     443	       0
		804980.416	      74	      00	      00	    1660	    7549
		        	        	      00	      01	     699	    3059
		804980.424	      74	      02	      04	    1983	    7406
		804980.400	      74	      03	      03	    1739	    6352
		812284.456	      75	      00	      24	    1268	    5407
		        	        	      00	      25	     254	    1112
		        	        	      00	      26	    4292	    8050
		        	        	      00	      27	     329	    1404
		812284.424	      75	      04	      16	    2974	    7405
		        	        	      04	      17	    2273	    5547
		812284.472	      75	      01	      31	    4036	    8065
		        	        	      01	      32	    2576	    8066
		        	        	      01	      33	     101	     492
		812284.400	      75	      05	      19	     525	       0
		        	        	      05	      20	    1759	    3038
		814256.528	      76	      00	      09	    1316	    5626
		814256.528	      76	      02	      10	     328	     961
		        	        	      02	      11	    1683	    6086
		814256.496	      76	      04	      07	    2044	    4997
		814256.544	      76	      01	      03	    1762	    7695
		814256.504	      76	      03	      01	    1680	    5844
		        	        	      03	      02	    1574	    5900
		814256.472	      76	      05	      04	     855	       0
		        	        	      05	      05	    2091	    4633
		832623.248	      77	      00	      13	    2845	    8059
		832623.216	      77	      04	      12	    3079	    8016
		        	        	      04	      13	     603	     298
		832623.264	      77	      01	      07	     518	    2383
		        	        	      01	      08	    1832	    7636
		        	        	      01	      09	     458	    2064
		832623.192	      77	      05	      18	     514	       0
		        	        	      05	      19	    1204	    1004
		        	        	      05	      20	    2801	    6802
		        	        	      05	      21	    3670	    7851
		        	        	      05	      22	     213	       0
		834070.584	      78	      00	      21	     644	    2953
		        	        	      00	      22	    1584	    6755
		834070.584	      78	      02	      15	     525	    1844
		        	        	      02	      16	    2245	    8084
		834070.600	      78	      01	      42	    1377	    5760
		        	        	      01	      43	    1610	    7029
		834070.568	      78	      03	      34	     857	    2295
		        	        	      03	      35	    1809	    5794
		847621.112	      79	      00	      25	    1096	    4607
